Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,,,,,,,,
S-0085,2025-03-04,I-0085,B-2025-085,Gemstone,Quartz,A,Coated,Purple,4,Retail Collector,Customer 84,USA,Los Angeles,Wholesale,Referral,788.14,4.24,21.59,94.58,Bank Transfer,COA-5084,2025-09-22 00:00:00,N,,https://example.com/export_permit_84.pdf,12.63,10.23,13.84,,,,,,,,
S-0086,2025-05-19,I-0086,B-2025-086,Gemstone,Opal,AA,Coated,Red,4,Retail Collector,Customer 85,USA,Seattle,In-Person,Walk-in,265.64,44.18,30.83,31.88,Bank Transfer,COA-5085,2025-01-21 00:00:00,N,,https://example.com/export_permit_85.pdf,10.74,6.99,8.06,,,,,,,,
S-0087,2025-03-22,I-0087,B-2025-087,Gemstone,Quartz,AA,Coated,Blue,1,Retail Collector,Customer 86,USA,Los Angeles,In-Person,Instagram,72.33,3.46,17.58,8.68,PayPal,COA-5086,2025-08-31 00:00:00,Y,,https://example.com/export_permit_86.pdf,8.43,6.82,10.05,,,,,,,,
S-0088,2025-06-12,I-0088,B-2025-088,Gemstone,Spinel,A,Coated,Red,1,Gallery,Customer 87,USA,Los Angeles,Online,Walk-in,542.86,5.3,24.14,65.14,Credit Card,COA-5087,2025-08-18 00:00:00,N,,https://example.com/export_permit_87.pdf,14.06,5.97,4.33,,,,,,,,
S-0089,2025-10-16,I-0089,B-2025-089,Gemstone,Topaz,A,Coated,Red,2,Gallery,Customer 88,Canada,Montreal,Online,Referral,551.77,38.04,30.43,66.21,Bank Transfer,COA-5088,2025-03-09 00:00:00,N,,https://example.com/export_permit_88.pdf,13.03,10.07,14.97,,,,,,,,
S-0090,2025-09-18,I-0090,B-2025-090,Gemstone,Spinel,AA,Coated,Red,1,Gallery,Customer 89,Canada,Montreal,Wholesale,Walk-in,379.06,24.12,31.8,45.49,Bank Transfer,COA-5089,2025-10-01 00:00:00,N,,https://example.com/export_permit_89.pdf,9.02,7.8,4.91,,,,,,,,
S-0091,2025-08-19,I-0091,B-2025-091,Gemstone,Topaz,AAA,Coated,Orange,2,Gallery,Customer 90,Canada,Toronto,In-Person,Instagram,443.97,2.31,28.08,53.28,Bank Transfer,COA-5090,2025-11-14 00:00:00,Y,GemWorld,https://example.com/export_permit_90.pdf,14.6,7.83,8.81,,,,,,,,
S-0092,2025-02-10,I-0092,B-2025-092,Gemstone,Topaz,A,Coated,Red,1,Retail Collector,Customer 91,Canada,Vancouver,Online,Instagram,342.58,21.29,15.78,41.11,PayPal,COA-5091,2025-04-24 00:00:00,N,,https://example.com/export_permit_91.pdf,11.57,3.9,1.09,,,,,,,,
S-0093,2025-01-28,I-0093,B-2025-093,Gemstone,Quartz,AA,Coated,Red,3,Retail Collector,Customer 92,Canada,Toronto,Online,Referral,80.57,8.41,29.09,9.67,Bank Transfer,COA-5092,2025-12-01 00:00:00,Y,StoneHouse,https://example.com/export_permit_92.pdf,11.57,14.73,14.44,,,,,,,,
S-0094,2025-05-15,I-0094,B-2025-094,Gemstone,Spinel,AA,Coated,Red,4,Gallery,Customer 93,USA,Portland,Wholesale,Website,196.59,31.54,9.13,23.59,PayPal,COA-5093,2025-12-14 00:00:00,N,,https://example.com/export_permit_93.pdf,11.71,2.07,12.35,,,,,,,,
S-0095,2025-07-20,I-0095,B-2025-095,Gemstone,Quartz,A,Coated,Red,2,Retail Collector,Customer 94,Canada,Calgary,Online,Referral,779.76,24.57,26.55,93.57,Credit Card,COA-5094,2025-08-14 00:00:00,N,,https://example.com/export_permit_94.pdf,10.88,13.9,7.62,,,,,,,,
S-0096,2025-09-25,I-0096,B-2025-096,Gemstone,Spinel,A,Coated,Blue,1,Gallery,Customer 95,Canada,Vancouver,Wholesale,Instagram,179.78,30.55,8.85,21.57,Bank Transfer,COA-5095,2025-09-20 00:00:00,Y,,https://example.com/export_permit_95.pdf,3.65,14.12,13.01,,,,,,,,
S-0097,2025-02-02,I-0097,B-2025-097,Gemstone,Topaz,AAA,Coated,Red,2,Gallery,Customer 96,USA,Portland,In-Person,Referral,580.09,23.15,29.67,69.61,Credit Card,COA-5096,2025-01-09 00:00:00,Y,GemWorld,https://example.com/export_permit_96.pdf,13.84,5.32,11.83,,,,,,,,
S-0098,2025-02-17,I-0098,B-2025-098,Gemstone,Spinel,AAA,Coated,Blue,1,Gallery,Customer 97,Canada,Toronto,Wholesale,Instagram,295.45,42.65,32.19,35.45,Credit Card,COA-5097,2025-08-14 00:00:00,Y,,https://example.com/export_permit_97.pdf,8.7,14.35,7.79,,,,,,,,
S-0099,2025-03-03,I-0099,B-2025-099,Gemstone,Opal,AA,Coated,Red,2,Gallery,Customer 98,USA,Seattle,Wholesale,Walk-in,192.04,29.92,37.32,23.04,PayPal,COA-5098,2025-08-30 00:00:00,Y,StoneHouse,https://example.com/export_permit_98.pdf,5.94,7.61,6.59,,,,,,,,
S-0100,2025-08-04,I-0100,B-2025-100,Gemstone,Opal,AAA,Coated,Purple,4,Gallery,Customer 99,USA,New York,In-Person,Instagram,713.31,26.26,22.75,85.6,Credit Card,COA-5099,2025-12-02 00:00:00,N,,https://example.com/export_permit_99.pdf,12.56,11.59,4.51,,,,,,,,
S-0101,2025-10-20,I-0101,B-2025-101,Gemstone,Garnet,A,Coated,Purple,2,Gallery,Customer 100,Canada,Toronto,Wholesale,Instagram,374.55,40.18,9.63,44.95,PayPal,COA-5100,2025-09-26 00:00:00,Y,NorthArt,https://example.com/export_permit_100.pdf,2.36,2.3,13.53,,,,,,,,
S-0102,2025-04-09,I-0102,B-2025-102,Gemstone,Topaz,AAA,Coated,Green,4,Gallery,Customer 101,Canada,Vancouver,Wholesale,Website,747.61,17.96,37.35,89.71,PayPal,COA-5101,2025-01-31 00:00:00,Y,,https://example.com/export_permit_101.pdf,4.76,3.04,9.65,,,,,,,,
S-0103,2025-06-21,I-0103,B-2025-103,Gemstone,Quartz,AAA,Coated,Purple,4,Gallery,Customer 102,Canada,Toronto,Online,Instagram,514.39,33.6,22.1,61.73,Bank Transfer,COA-5102,2025-01-30 00:00:00,N,,https://example.com/export_permit_102.pdf,5.5,6.31,10.66,,,,,,,,
S-0104,2025-08-02,I-0104,B-2025-104,Gemstone,Garnet,AAA,Coated,Purple,3,Retail Collector,Customer 103,Canada,Montreal,Wholesale,Website,736.13,15.85,20.2,88.34,Bank Transfer,COA-5103,2025-07-19 00:00:00,N,,https://example.com/export_permit_103.pdf,6.23,13.44,15.11,,,,,,,,
S-0105,2025-02-04,I-0105,B-2025-105,Gemstone,Garnet,AA,Coated,Green,3,Retail Collector,Customer 104,Canada,Montreal,Wholesale,Walk-in,631.58,24.5,17.52,75.79,Credit Card,COA-5104,2025-07-28 00:00:00,N,,https://example.com/export_permit_104.pdf,6.02,2.47,6.8,,,,,,,,
S-0106,2025-08-15,I-0106,B-2025-106,Gemstone,Topaz,AA,Coated,Purple,1,Gallery,Customer 105,Canada,Toronto,In-Person,Instagram,508.06,41.97,25.85,60.97,PayPal,COA-5105,2025-05-13 00:00:00,N,,https://example.com/export_permit_105.pdf,8.26,10.31,1.36,,,,,,,,
S-0107,2025-04-11,I-0107,B-2025-107,Gemstone,Opal,AAA,Coated,Blue,2,Gallery,Customer 106,USA,Seattle,Online,Referral,106.69,26.9,13.36,12.8,Bank Transfer,COA-5106,2025-01-03 00:00:00,N,,https://example.com/export_permit_106.pdf,11.93,4.98,4.92,,,,,,,,
S-0108,2025-05-11,I-0108,B-2025-108,Gemstone,Topaz,AA,Coated,Blue,3,Gallery,Customer 107,Canada,Montreal,Wholesale,Referral,173.14,44.99,27.5,20.78,Credit Card,COA-5107,2025-10-30 00:00:00,N,,https://example.com/export_permit_107.pdf,2.19,13.69,17.81,,,,,,,,
S-0109,2025-09-14,I-0109,B-2025-109,Gemstone,Topaz,AAA,Coated,Orange,4,Gallery,Customer 108,USA,Los Angeles,Wholesale,Referral,346.71,14.46,12.45,41.61,PayPal,COA-5108,2025-02-04 00:00:00,Y,StoneHouse,https://example.com/export_permit_108.pdf,6.42,4.34,16.05,,,,,,,,
S-0110,2025-01-05,I-0110,B-2025-110,Gemstone,Garnet,AA,Coated,Yellow,2,Retail Collector,Customer 109,Canada,Toronto,In-Person,Walk-in,618.13,4.4,37.28,74.18,Credit Card,COA-5109,2025-04-23 00:00:00,N,,https://example.com/export_permit_109.pdf,13.82,14.78,3.99,,,,,,,,
S-0111,2025-08-06,I-0111,B-2025-111,Gemstone,Opal,A,Coated,Red,2,Gallery,Customer 110,USA,New York,Online,Walk-in,793.55,31.52,27.04,95.23,Credit Card,COA-5110,2025-04-22 00:00:00,Y,StoneHouse,https://example.com/export_permit_110.pdf,6.42,5.05,9.1,,,,,,,,
S-0112,2025-09-12,I-0112,B-2025-112,Gemstone,Garnet,AAA,Coated,Orange,1,Retail Collector,Customer 111,Canada,Montreal,Wholesale,Instagram,103.65,11.27,6.73,12.44,PayPal,COA-5111,2025-12-20 00:00:00,N,,https://example.com/export_permit_111.pdf,12.35,11.32,13.86,,,,,,,,
S-0113,2025-10-10,I-0113,B-2025-113,Gemstone,Spinel,AAA,Coated,Purple,2,Retail Collector,Customer 112,USA,New York,In-Person,Website,148.91,38.39,20.39,17.87,Bank Transfer,COA-5112,2025-10-02 00:00:00,N,,https://example.com/export_permit_112.pdf,3.33,11.36,1.31,,,,,,,,
S-0114,2025-07-26,I-0114,B-2025-114,Gemstone,Garnet,AA,Coated,Green,3,Gallery,Customer 113,Canada,Calgary,Online,Website,606.49,32.61,29.83,72.78,PayPal,COA-5113,2025-09-06 00:00:00,N,,https://example.com/export_permit_113.pdf,9.28,7.89,7.08,,,,,,,,
S-0115,2025-01-15,I-0115,B-2025-115,Gemstone,Topaz,AAA,Coated,Green,4,Gallery,Customer 114,USA,Los Angeles,In-Person,Website,501.94,37.65,37.58,60.23,PayPal,COA-5114,2025-05-18 00:00:00,Y,StoneHouse,https://example.com/export_permit_114.pdf,8.95,8.33,8.34,,,,,,,,
S-0116,2025-02-11,I-0116,B-2025-116,Gemstone,Opal,A,Coated,Blue,4,Retail Collector,Customer 115,Canada,Toronto,Wholesale,Instagram,219.48,32.52,34.97,26.34,Credit Card,COA-5115,2025-08-23 00:00:00,Y,GemWorld,https://example.com/export_permit_115.pdf,4.43,8.17,7.92,,,,,,,,
S-0117,2025-06-28,I-0117,B-2025-117,Gemstone,Garnet,AA,Coated,Blue,3,Gallery,Customer 116,Canada,Toronto,Online,Walk-in,129.73,48.32,37.19,15.57,PayPal,COA-5116,2025-04-08 00:00:00,Y,,https://example.com/export_permit_116.pdf,12.16,4.91,8.46,,,,,,,,
S-0001,2025-03-04,I-0001,B-2025-015,Freeform,Placenticeras meeki,A,Polished,Blue/Green,2,Interior Designer,Sarah Martinez,Canada,Montreal,Online,Email Campaign,226,0,311,11,Cheque,COA-000100,2025-11-24 00:00:00,N,,,53,36,395.2,,,,,,,,
S-0002,2025-08-19,I-0002,B-2025-029,Freeform,Placenticeras intercalare,A,Polished,Rainbow,2,Wholesaler,Gemstone Emporium,United States,Seattle,Wholesale,Partner,1173,0,247,0,Square,COA-000101,2025-08-03 00:00:00,N,,C:\Permits\EXP-9785.pdf,94,68,238.9,,,,,,,,
S-0003,2025-08-29,I-0003,B-2025-049,Freeform,Placenticeras meeki,A,Coated,Blue/Green,5,Museum,Gemstone Emporium,United States,Los Angeles,Online,Google Ads,1333,0,251,0,PayPal,COA-000102,2025-03-05 00:00:00,N,,C:\Permits\EXP-5374.pdf,48,30,430.6,,,,,,,,
S-0004,2025-02-21,I-0004,B-2025-088,Freeform,Baculites compressus,AAA,Polished,Rainbow,5,Retail Collector,David Taylor,United Kingdom,Birmingham,Online,Partner,2162,0,312,0,PayPal,COA-000103,2025-12-26 00:00:00,N,,C:\Permits\EXP-2084.pdf,71,45,331.1,,,,,,,,
S-0005,2025-04-06,I-0005,B-2025-073,Freeform,Baculites compressus,AA,Coated,Rainbow,4,Museum,Heritage Minerals,United Kingdom,Bristol,Wholesale,Google Ads,1261,0,334,0,Wire,COA-000104,2025-04-19 00:00:00,N,,C:\Permits\EXP-3266.pdf,98,43,232.4,,,,,,,,
S-0006,2025-08-10,I-0006,B-2025-064,Freeform,Placenticeras meeki,A,Polished,Rainbow,2,Interior Designer,Daniel Chen,United Kingdom,Birmingham,Online,Email Campaign,2048,117,439,0,Credit Card,COA-000105,2025-09-18 00:00:00,N,,C:\Permits\EXP-6573.pdf,60,79,398.2,,,,,,,,
S-0007,2025-08-19,I-0007,B-2025-038,Freeform,Placenticeras intercalare,AA,Polished,Rainbow,6,Gallery,Gemstone Emporium,United Kingdom,Manchester,Online,Website,3000,0,459,0,Credit Card,COA-000106,2025-02-27 00:00:00,N,,C:\Permits\EXP-6310.pdf,73,89,481,,,,,,,,
S-0008,2025-08-25,I-0008,B-2025-003,Freeform,Placenticeras meeki,B,Coated,Red/Green,2,Museum,Fossil & Stone,Canada,Ottawa,Online,Google Ads,1445,0,264,72,Credit Card,COA-000107,2025-09-08 00:00:00,N,,,70,35,142.8,,,,,,,,
S-0009,2025-05-23,I-0009,B-2025-028,Freeform,Baculites compressus,A,Polished,Multicolor,6,Wholesaler,Golden Leaf Gallery,Canada,Calgary,Online,Website,3000,0,326,150,Wire,COA-000108,2025-08-05 00:00:00,Y,148 Rockhounds,,91,72,319.1,,,,,,,,
S-0010,2025-06-20,I-0010,B-2025-009,Freeform,Placenticeras meeki,B,Polished,Blue/Green,5,Museum,Stone & Crystal Co,Canada,Toronto,Online,Instagram,638,166,442,23,Cheque,COA-000109,2025-04-28 00:00:00,N,,,75,87,207.1,,,,,,,,
S-0011,2025-01-29,I-0011,B-2025-053,Freeform,Placenticeras intercalare,B,Polished,Rainbow,6,Museum,Mineral Treasures,Canada,Montreal,Wholesale,Referral,1618,0,298,80,PayPal,COA-000110,2025-08-05 00:00:00,N,,,122,37,130.3,,,,,,,,
S-0012,2025-02-05,I-0012,B-2025-057,Freeform,Baculites compressus,AAA,Polished,Blue/Green,1,Museum,Earth Arts Gallery,United States,Seattle,Wholesale,Google Ads,1443,0,284,0,EFT,COA-000111,2025-02-08 00:00:00,N,,C:\Permits\EXP-8973.pdf,61,77,342.8,,,,,,,,
S-0013,2025-01-13,I-0013,B-2025-025,Freeform,Placenticeras intercalare,AA,Polished,Rainbow,5,Gallery,Golden Leaf Gallery,United Kingdom,Bristol,Online,Partner,470,32,444,0,Wire,COA-000112,2025-03-21 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-4853.pdf,109,32,474,,,,,,,,
S-0014,2025-06-09,I-0014,B-2025-016,Freeform,Baculites compressus,AA,Polished,Red/Green,5,Gallery,Earth Arts Gallery,United States,Chicago,Wholesale,Google Ads,1467,0,322,0,Square,COA-000113,2025-07-26 00:00:00,Y,Alberta Ammonites,C:\Permits\EXP-2638.pdf,93,65,567.4,,,,,,,,
S-0015,2025-07-06,I-0015,B-2025-069,Freeform,Placenticeras meeki,A,Polished,Red/Green,3,Interior Designer,Emma Thomas,Canada,Ottawa,Online,Referral,2434,0,470,121,PayPal,COA-000114,2025-02-07 00:00:00,Y,148 Rockhounds,,71,72,242.5,,,,,,,,
S-0016,2025-08-31,I-0016,B-2025-020,Freeform,Placenticeras intercalare,AA,Polished,Multicolor,6,Retail Collector,James Anderson,United States,Seattle,Online,Email Campaign,1859,0,416,0,PayPal,COA-000115,2025-10-11 00:00:00,N,,C:\Permits\EXP-8239.pdf,66,58,352.7,,,,,,,,
S-0017,2025-03-27,I-0017,B-2025-091,Freeform,Placenticeras intercalare,A,Polished,Rainbow,1,Wholesaler,Gemstone Emporium,Canada,Calgary,Online,Google Ads,2922,0,420,146,Wire,COA-000116,2025-10-10 00:00:00,N,,,59,29,517.3,,,,,,,,
S-0018,2025-10-11,I-0018,B-2025-014,Freeform,Placenticeras intercalare,A,Coated,Rainbow,5,Museum,Stone & Crystal Co,United Kingdom,Birmingham,Wholesale,Referral,837,0,291,0,Cheque,COA-000117,2025-12-08 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-8711.pdf,59,55,532.3,,,,,,,,
S-0019,2025-03-07,I-0019,B-2025-026,Freeform,Placenticeras intercalare,AA,Polished,Red/Green,2,Museum,Fossil & Stone,United Kingdom,Bristol,Wholesale,Instagram,1725,0,379,0,Square,COA-000118,2025-04-24 00:00:00,N,,C:\Permits\EXP-5279.pdf,124,49,299.2,,,,,,,,
S-0020,2025-06-19,I-0020,B-2025-075,Freeform,Placenticeras intercalare,AAA,Coated,Rainbow,3,Retail Collector,Thomas Jones,Canada,Vancouver,Online,Website,2759,0,495,137,Credit Card,COA-000119,2025-04-02 00:00:00,N,,,80,80,403.1,,,,,,,,
S-0021,2025-02-14,I-0021,B-2025-026,Freeform,Placenticeras intercalare,AA,Coated,Multicolor,5,Wholesaler,Fossil & Stone,United States,Chicago,Online,Referral,1589,0,409,0,EFT,COA-000120,2025-12-10 00:00:00,N,,C:\Permits\EXP-7211.pdf,124,40,459.9,,,,,,,,
S-0022,2025-03-03,I-0022,B-2025-096,Freeform,Placenticeras meeki,A,Coated,Purple/Green,4,Museum,Stone & Crystal Co,United States,Chicago,Wholesale,Partner,1873,168,364,0,Cheque,COA-000121,2025-12-13 00:00:00,N,,C:\Permits\EXP-2389.pdf,40,63,243.5,,,,,,,,
S-0023,2025-05-14,I-0023,B-2025-066,Freeform,Baculites compressus,A,Coated,Blue/Green,1,Retail Collector,Robert Jones,United States,Denver,Online,Email Campaign,587,0,325,0,Cheque,COA-000122,2025-05-26 00:00:00,N,,C:\Permits\EXP-7547.pdf,79,53,503.3,,,,,,,,
S-0024,2025-10-11,I-0024,B-2025-019,Freeform,Baculites compressus,A,Polished,Blue/Green,4,Interior Designer,Maria Davis,United States,Portland,Wholesale,Partner,1476,0,268,0,EFT,COA-000123,2025-05-05 00:00:00,N,,C:\Permits\EXP-9270.pdf,62,84,125.1,,,,,,,,
S-0025,2025-01-28,I-0025,B-2025-071,Freeform,Placenticeras intercalare,B,Coated,Multicolor,4,Wholesaler,Stone & Crystal Co,United States,Seattle,Wholesale,Google Ads,1696,0,340,0,PayPal,COA-000124,2025-08-07 00:00:00,N,,C:\Permits\EXP-2320.pdf,71,60,482.9,,,,,,,,
S-0026,2025-04-18,I-0026,B-2025-020,Freeform,Placenticeras meeki,AA,Polished,Blue/Green,6,Museum,Heritage Minerals,Canada,Toronto,Online,Partner,3000,0,231,150,Credit Card,COA-000125,2025-03-12 00:00:00,N,,,48,78,303.8,,,,,,,,
S-0027,2025-02-13,I-0027,B-2025-046,Freeform,Placenticeras intercalare,A,Coated,Rainbow,5,Museum,Mineral Treasures,United States,Los Angeles,Wholesale,Referral,1260,0,214,0,Credit Card,COA-000126,2025-01-04 00:00:00,N,,C:\Permits\EXP-7455.pdf,109,53,344.1,,,,,,,,
S-0028,2025-10-13,I-0028,B-2025-073,Freeform,Baculites compressus,AAA,Coated,Gold/Orange,2,Wholesaler,Natural History Museum,United States,Chicago,Wholesale,Partner,1707,0,367,0,Square,COA-000127,2025-10-31 00:00:00,N,,C:\Permits\EXP-9837.pdf,63,31,230.1,,,,,,,,
S-0029,2025-05-08,I-0029,B-2025-045,Freeform,Placenticeras meeki,A,Polished,Blue/Green,1,Museum,Earth Arts Gallery,United Kingdom,Manchester,Wholesale,Referral,1232,0,258,0,Credit Card,COA-000128,2025-01-27 00:00:00,N,,C:\Permits\EXP-2876.pdf,65,27,410.7,,,,,,,,
S-0030,2025-08-19,I-0030,B-2025-040,Freeform,Placenticeras meeki,A,Coated,Rainbow,5,Wholesaler,Heritage Minerals,Canada,Ottawa,Online,Partner,930,39,324,44,Credit Card,COA-000129,2025-03-25 00:00:00,N,,,88,75,570.7,,,,,,,,
S-0031,2025-07-09,I-0031,B-2025-069,Freeform,Placenticeras intercalare,A,Polished,Rainbow,5,Gallery,Natural History Museum,United Kingdom,Edinburgh,Online,Email Campaign,2962,0,385,0,Credit Card,COA-000130,2025-06-27 00:00:00,N,,C:\Permits\EXP-5425.pdf,83,26,524.8,,,,,,,,
S-0032,2025-08-13,I-0032,B-2025-069,Freeform,Placenticeras intercalare,A,Coated,Blue/Green,3,Museum,Gemstone Emporium,United States,Seattle,Online,Trade Show,1037,138,394,0,Wire,COA-000131,2025-11-12 00:00:00,N,,C:\Permits\EXP-5232.pdf,51,60,540.8,,,,,,,,
S-0033,2025-10-10,I-0033,B-2025-036,Freeform,Baculites compressus,A,Coated,Red/Green,5,Museum,Crystal Palace Gallery,Canada,Ottawa,Wholesale,Partner,3000,0,484,150,Square,COA-000132,2025-06-24 00:00:00,Y,Ammolite Guild,,106,49,142.8,,,,,,,,
S-0034,2025-05-01,I-0034,B-2025-089,Freeform,Placenticeras meeki,AA,Coated,Purple/Green,4,Wholesaler,Stone & Crystal Co,United States,Los Angeles,Online,Email Campaign,2742,0,432,0,Wire,COA-000133,2025-07-27 00:00:00,N,,C:\Permits\EXP-9779.pdf,107,69,312.8,,,,,,,,
S-0035,2025-04-26,I-0035,B-2025-024,Freeform,Placenticeras meeki,AA,Coated,Rainbow,3,Retail Collector,Thomas Martinez,Canada,Vancouver,Online,Google Ads,962,0,384,48,Square,COA-000134,2025-12-20 00:00:00,N,,,115,61,590.3,,,,,,,,
S-0036,2025-08-21,I-0036,B-2025-038,Freeform,Baculites compressus,B,Coated,Red/Green,1,Retail Collector,Daniel Smith,United States,Chicago,Wholesale,Trade Show,1251,0,226,0,Square,COA-000135,2025-10-11 00:00:00,N,,C:\Permits\EXP-1878.pdf,113,61,334.7,,,,,,,,
S-0037,2025-09-16,I-0037,B-2025-020,Freeform,Baculites compressus,B,Polished,Red/Green,2,Wholesaler,Heritage Minerals,United States,Chicago,Wholesale,Google Ads,2440,0,394,0,Credit Card,COA-000136,2025-03-19 00:00:00,N,,C:\Permits\EXP-2625.pdf,111,78,403.2,,,,,,,,
S-0038,2025-07-17,I-0038,B-2025-081,Freeform,Placenticeras meeki,AA,Polished,Blue/Green,2,Gallery,Earth Arts Gallery,United States,Seattle,Wholesale,Email Campaign,2496,135,440,0,EFT,COA-000137,2025-04-17 00:00:00,Y,Ammolite Guild,C:\Permits\EXP-5334.pdf,62,34,178.3,,,,,,,,
S-0039,2025-05-17,I-0039,B-2025-076,Freeform,Baculites compressus,A,Polished,Red/Green,4,Interior Designer,Thomas Taylor,Canada,Vancouver,Wholesale,Trade Show,1570,0,230,78,Square,COA-000138,2025-11-17 00:00:00,N,,,109,53,423.8,,,,,,,,
S-0040,2025-06-14,I-0040,B-2025-090,Freeform,Placenticeras intercalare,B,Coated,Red/Green,4,Interior Designer,William Chen,Canada,Edmonton,Wholesale,Website,1063,0,213,53,Square,COA-000139,2025-06-05 00:00:00,N,,,116,30,544.7,,,,,,,,
S-0041,2025-08-13,I-0041,B-2025-061,Freeform,Baculites compressus,A,Coated,Purple/Green,2,Retail Collector,Daniel Patel,United States,Portland,Wholesale,Trade Show,1866,0,370,0,Cheque,COA-000140,2025-03-31 00:00:00,N,,C:\Permits\EXP-7561.pdf,95,87,584.5,,,,,,,,
S-0042,2025-11-03,I-0042,B-2025-005,Freeform,Placenticeras intercalare,AAA,Coated,Red/Green,3,Gallery,Fossil & Stone,United States,Seattle,Wholesale,Website,69,0,436,0,EFT,COA-000141,2025-10-09 00:00:00,N,,C:\Permits\EXP-1845.pdf,91,90,512.5,,,,,,,,
S-0043,2025-08-22,I-0043,B-2025-035,Freeform,Baculites compressus,AAA,Coated,Rainbow,4,Retail Collector,Maria Jones,United States,Denver,Online,Referral,3000,0,281,0,Square,COA-000142,2025-04-15 00:00:00,N,,C:\Permits\EXP-2924.pdf,102,40,114.4,,,,,,,,
S-0044,2025-06-21,I-0044,B-2025-020,Freeform,Placenticeras intercalare,B,Coated,Rainbow,5,Gallery,Heritage Minerals,Canada,Toronto,Online,Partner,1607,0,482,80,Square,COA-000143,2025-11-28 00:00:00,N,,,74,78,517.4,,,,,,,,
S-0045,2025-06-01,I-0045,B-2025-044,Freeform,Baculites compressus,AA,Polished,Rainbow,3,Interior Designer,Lisa Garcia,United States,Denver,Wholesale,Partner,2852,0,376,0,Wire,COA-000144,2025-08-01 00:00:00,N,,C:\Permits\EXP-4912.pdf,78,87,532.6,,,,,,,,
S-0046,2025-06-09,I-0046,B-2025-050,Freeform,Placenticeras meeki,B,Coated,Multicolor,1,Interior Designer,William Brown,Canada,Edmonton,Online,Partner,1868,0,453,93,EFT,COA-000145,2025-10-20 00:00:00,Y,Mountain Minerals,,100,73,293,,,,,,,,
S-0047,2025-04-06,I-0047,B-2025-093,Freeform,Placenticeras meeki,AA,Polished,Gold/Orange,1,Museum,Gemstone Emporium,United Kingdom,Bristol,Wholesale,Partner,2315,0,368,0,Credit Card,COA-000146,2025-01-08 00:00:00,Y,148 Rockhounds,C:\Permits\EXP-4846.pdf,73,68,411.6,,,,,,,,
S-0048,2025-08-21,I-0048,B-2025-088,Freeform,Placenticeras intercalare,B,Polished,Red/Green,4,Wholesaler,Gemstone Emporium,United States,Seattle,Wholesale,Trade Show,2993,0,223,0,Wire,COA-000147,2025-11-20 00:00:00,N,,C:\Permits\EXP-7751.pdf,121,37,321.8,,,,,,,,
S-0049,2025-06-29,I-0049,B-2025-088,Freeform,Placenticeras meeki,AA,Polished,Gold/Orange,5,Museum,Earth Arts Gallery,United Kingdom,Birmingham,Online,Partner,3000,0,436,0,EFT,COA-000148,2025-10-17 00:00:00,N,,C:\Permits\EXP-9955.pdf,119,55,348.8,,,,,,,,
S-0050,2025-04-23,I-0050,B-2025-010,Freeform,Placenticeras intercalare,B,Coated,Gold/Orange,6,Interior Designer,James Davis,Canada,Toronto,Wholesale,Email Campaign,729,0,254,36,PayPal,COA-000149,2025-03-22 00:00:00,Y,Mountain Minerals,,72,83,522.7,,,,,,,,
S-0051,2025-02-21,I-0051,B-2025-002,Freeform,Baculites compressus,B,Polished,Rainbow,5,Interior Designer,Emma Rodriguez,United Kingdom,Manchester,Online,Email Campaign,1071,0,312,0,Square,COA-000150,2025-05-21 00:00:00,N,,C:\Permits\EXP-1645.pdf,103,61,487.9,,,,,,,,
S-0052,2025-09-25,I-0052,B-2025-057,Freeform,Placenticeras meeki,A,Polished,Multicolor,1,Gallery,Earth Arts Gallery,United Kingdom,Birmingham,Wholesale,Partner,709,0,471,0,PayPal,COA-000151,2025-06-08 00:00:00,N,,C:\Permits\EXP-6549.pdf,81,78,187.8,,,,,,,,
S-0053,2025-10-22,I-0053,B-2025-060,Freeform,Placenticeras meeki,AAA,Polished,Rainbow,6,Wholesaler,Earth Arts Gallery,Canada,Toronto,Wholesale,Partner,3000,0,474,150,Cheque,COA-000152,2025-02-28 00:00:00,N,,,90,71,145.2,,,,,,,,
S-0054,2025-04-23,I-0054,B-2025-087,Freeform,Placenticeras meeki,A,Coated,Blue/Green,5,Retail Collector,Sarah Williams,Canada,Edmonton,Wholesale,Instagram,2107,0,409,105,Square,COA-000153,2025-02-25 00:00:00,N,,,122,33,417.7,,,,,,,,
S-0055,2025-04-11,I-0055,B-2025-018,Freeform,Placenticeras intercalare,A,Coated,Rainbow,5,Wholesaler,Stone & Crystal Co,Canada,Ottawa,Wholesale,Trade Show,2218,0,343,110,Wire,COA-000154,2025-10-03 00:00:00,N,,,59,78,427.5,,,,,,,,
